canonical_smiles
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C[C@@H](O)C(N)=O
COc1cc(O)c2c(c1)OC1c3ccc(O)c(OC)c3OCC21
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/c2ccc(C)c(C)c2C)C(C)(C)C[C@H](O)C1
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@H](COP(=O)(O)OCCN)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)cc(O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c12
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H]1O
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4C[C@H](O)[C@@]3(C)[C@@H](O)[C@@]12C
COc1c(-c2ccc(O)cc2)oc2c(OC)c(O)ccc2c1=O
CC(C)=CCc1c(O)cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc12
CC(C)=CCc1c(O)ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c1O
COc1cc(O)cc2oc(-c3ccc(O)cc3)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(=O)c12
CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)C(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@H](CCC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O
COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C(C(=O)O)O4)cc(O)c1OC
COc1cc(-c2[o+]c3cc(O)cc(OC)c3cc2O)cc(OC)c1OC
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H](O)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
O=C1CC(c2ccc(O)cc2)Oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c21
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)cc(C)c1O
C=C(C)C(CCC(C)C)[C@H]1CC=C(C)CC1
COc1c(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc(O)c2c(=O)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc12
O=C1C[C@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c21
COc1c(C)c(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O
COc1c(C)c(O)c(C(=O)CCc2ccccc2)c2c1CC(O)C(C)(C)O2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)ccc1O
COc1ccc2c(c1OC)O[C@H](c1ccccc1)CC2
COc1cc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)c(O)cc1O
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H](O)[C@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
CC(C)C1CCC2C(CCC3CC4(C)CCC(C)(C)C4CCC32)C1
COc1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)c(O)c3)c(OC)c(=O)c2c1O
CC(C)CCC[C@](C)(O)[C@H]1C(=O)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
CC(C)C(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)c(CC=C(C)C)c(O)c1O
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)OC[C@H](COCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc2c1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)CC(O)C1
COc1cc2c(c(O)c1C)C(=O)C(c1ccc(O)cc1)O2
CC(C)[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@]2(C)CC1
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)[C@H](O)C[C@@H]12
CC[C@]1(C)C=C2CC[C@@H]3[C@H](O)[C@@]3(C)CCC[C@@]2(C)C1
COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)c(O)c1
CC1=C[C@H](O)CC(C)(C)[C@]1(O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)C(O)CC2(C)C)C(C)(C)CCC1
O=c1c(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O[C@@H]5O[C@H](COC(=O)/C=C/c6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O[C@@H]5O[C@H](COC(=O)/C=C\c6ccc(O)cc6)[C@@H](O)[C@H](O)[C@H]5O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3OC(=O)/C=C/c3ccc(O)cc3)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)[C@H](O)[C@@H]3[C@@H](O)C[C@]12O
COc1cc(O)cc2oc(-c3ccc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(=O)c12
COc1ccc(C2COc3c(ccc(OC)c3OC)C2O)c(OC)c1
C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@H]1CC3)C(C)C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)[C@H](O)C2(C)C)C(C)(C)[C@H](O)C1=O
CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O
COc1c(O)cc2c(c1OC)OC1c3ccc(O)cc3OCC21O
C[C@@H](O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)[C@H](O)C[C@@]21C
CC(C)C(=O)C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\c1c(C)ccc(C)c1C
COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(O)c1)[C@@H](OC)[C@@H]2O
O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O[C@@H]3O[C@H](COC(=O)/C=C/c4ccc(O)cc4)[C@@H](O)[C@H](O)[C@H]3O)c2)[C@H](O)[C@@H](O)[C@@H]1O
COc1c(C)c(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2
COc1cc(O)c2c(=O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(OC)c(OC)c3)oc2c1
CC(C)[C@@H](C)[C@@]1(C)C[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45CC=CC(=O)[C@]5(C)[C@H]3[C@H](O)C[C@]12C
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CC1=C(C#C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/c2ccc(C)c(C)c2C)C(C)(C)CC=C1
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
C/C(=C\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)C(=O)O
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(O)C[C@H](O)[C@@]2(O)[C@@H](O)[C@@H](O)CC[C@]12C
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)ccc12
C/C=C\C#CC#C/C=C/C=C/C(=O)NCC(C)C
COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](Oc4c(-c5ccc(O)cc5)oc5cc(O)cc(O)c5c4=O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)ccc1O
COc1ccc(-c2coc3c(OC)c(OC)c(OC)c(O)c3c2=O)cc1
COc1cc(-c2coc3c(O)c(O)c(OC)c(O)c3c2=O)cc(OC)c1OC
C=C(C)C1Cc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)cc2O1
CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccccc3)coc12
COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2O)cc(OC)c1O
CC(C)=CCC/C(C)=C/Cc1cc(/C(O)=C/C(=O)c2ccc(O)cc2O)ccc1O
CCC(C)C(=O)c1c(O)c(C)c(O)c2c1OC(c1ccccc1)CC2=O
COc1cc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](Oc4cc5c(O)cc(O)cc5[o+]c4-c4ccc(O)c(O)c4)O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@@H]3O)OC[C@@H](O)[C@@H]2O)cc(OC)c1O
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
CC(C)=CCCC(C)/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccccc2)c1O
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C[C@H](CC[C@@H](O)[C@@](C)(O)CO)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@H](O)[C@H]2O)ccc1O
O=c1cc(-c2ccccc2)oc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc12
CCCC(O)(CC)CCC[C@@H](C)[C@H]1CC[C@H]2C(/C=C\C3=C(C)[C@@H](O)C[C@H](O)C3)=CCC[C@]12C
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)C[C@@H](C)C(C)(C)O)CC[C@@H]12
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
CC(C)=CCc1cc(C(=O)CC(=O)c2ccc3c(c2)C=CC(C)(C)O3)ccc1O
CC(C)=CCc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c(O)cc1O
COc1ccc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc1
